i,j,Median
33,97,3.9
33,98,5.1
33,99,5
33,100,5.1
33,101,5.1
33,102,5.1
33,103,5.1
33,104,42.5
33,105,16
33,106,17
33,107,3.9
33,108,3.9
33,109,19
33,110,3.9
33,111,3.9
33,112,3.9
33,113,5.1
33,114,21
33,115,17
34,0,17
34,1,2
34,2,2
34,3,21
34,4,19
34,5,3.9
34,6,19
34,7,11
34,8,3.9
34,9,21
34,10,5.1
34,11,3.9
34,12,6.5
34,13,5.1
34,14,5
34,15,19
34,16,7
34,17,21
34,18,2
34,19,19
34,20,18.4
34,21,19
34,22,5.1
34,23,5.1
34,24,21
34,25,3.9
34,26,16.1
34,27,19
34,28,19
34,29,5.1
34,30,3.9
34,31,3.9
34,32,21
34,33,3.9
34,34,3.9
34,35,3.9
34,36,5.1
34,37,3.9
34,38,21
34,39,3.9
34,40,21
34,41,3.9
34,42,3.9
34,43,13.7
34,44,3.9
34,45,21
34,46,21
34,47,3.9
34,48,21
34,49,3.9
34,50,21
34,51,21
34,52,23.4
34,53,5.1
34,54,21
34,55,5.1
34,56,21
34,57,5.1
34,58,19
34,59,19
34,60,3.9
34,61,2
34,62,21
34,63,18.4
34,64,5.1
34,65,5.1
34,66,31
34,67,11
34,68,16
34,69,3.9
34,70,3.9
34,71,3.9
34,72,23.4
34,73,19
34,74,3.9
34,75,19
34,76,2
34,77,19
34,78,16.1
34,79,3.9
34,80,21
34,81,5.1
34,82,5.1
34,83,19
34,84,7
34,85,2
34,86,3.9
34,87,21
34,88,16
34,89,3.9
34,90,5.1
34,91,5.1
34,92,21
34,93,3.9
34,94,5.1
34,95,3.9
34,96,5.1
34,97,3.9
34,98,5.1
34,99,5
34,100,5.1
34,101,5.1
34,102,5.1
34,103,5.1
34,104,42.5
34,105,16
34,106,17
34,107,3.9
34,108,3.9
34,109,19
34,110,3.9
34,111,3.9
34,112,3.9
34,113,5.1
34,114,21
34,115,17
35,0,17
35,1,2
35,2,2
35,3,21
35,4,19
35,5,3.9
35,6,19
35,7,11
35,8,3.9
35,9,21
35,10,5.1
35,11,3.9
35,12,6.5
35,13,5.1
35,14,5
35,15,19
35,16,7
35,17,21
35,18,2
35,19,19
35,20,18.4
35,21,19
35,22,5.1
35,23,5.1
35,24,21
35,25,3.9
35,26,16.1
35,27,19
35,28,19
35,29,5.1
35,30,3.9
35,31,3.9
35,32,21
35,33,3.9
35,34,3.9
35,35,3.9
35,36,5.1
35,37,3.9
35,38,21
35,39,3.9
35,40,21
35,41,3.9
35,42,3.9
35,43,13.7
35,44,3.9
35,45,21
35,46,21
35,47,3.9
35,48,21
35,49,3.9
35,50,21
35,51,21
35,52,23.4
35,53,5.1
35,54,21
35,55,5.1
35,56,21
35,57,5.1
35,58,19
35,59,19
35,60,3.9
35,61,2
35,62,21
35,63,18.4
35,64,5.1
35,65,5.1
35,66,31
35,67,11
35,68,16
35,69,3.9
35,70,3.9
35,71,3.9
35,72,23.4
35,73,19
35,74,3.9
35,75,19
35,76,2
35,77,19
35,78,16.1
35,79,3.9
35,80,21
35,81,5.1
35,82,5.1
35,83,19
35,84,7
35,85,2
35,86,3.9
35,87,21
35,88,16
35,89,3.9
35,90,5.1
35,91,5.1
35,92,21
35,93,3.9
35,94,5.1
35,95,3.9
35,96,5.1
35,97,3.9
35,98,5.1
35,99,5
35,100,5.1
35,101,5.1
35,102,5.1
35,103,5.1
35,104,42.5
35,105,16
35,106,17
35,107,3.9
35,108,3.9
35,109,19
35,110,3.9
35,111,3.9
35,112,3.9
35,113,5.1
35,114,21
35,115,17
36,0,18
36,1,4.6
36,2,4.6
36,3,25.6
36,4,25
36,5,5.1
36,6,25
36,7,16
36,8,5.1
36,9,25.6
36,10,0.2
36,11,5.1
36,12,9.8
36,13,0.2
36,14,4
36,15,25
36,16,10.3
36,17,25.6
36,18,4.6
36,19,25
36,20,24.9
36,21,25
36,22,0.2
36,23,0.2
36,24,25.6
36,25,5.1
36,26,30.5
36,27,25
36,28,25
36,29,0.2
36,30,5.1
36,31,5.1
36,32,25.6
36,33,5.1
36,34,5.1
36,35,5.1
36,36,0.2
36,37,5.1
36,38,25.6
36,39,5.1
36,40,25.6
36,41,5.1
36,42,5.1
36,43,4.7
36,44,5.1
36,45,25.6
36,46,25.6
36,47,5.1
36,48,25.6
36,49,5.1
36,50,25.6
36,51,25.6
36,52,31
36,53,0.2
36,54,25.6
36,55,0.2
36,56,25.6
36,57,0.2
36,58,25
36,59,25
36,60,5.1
36,61,4.6
36,62,25.6
36,63,24.9
36,64,0.2
36,65,0.2
36,66,35
36,67,16
36,68,29.4
36,69,5.1
36,70,5.1
36,71,5.1
36,72,31
36,73,25
36,74,5.1
36,75,25
36,76,4.6
36,77,25
36,78,30.5
36,79,5.1
36,80,25.6
36,81,0.2
36,82,0.2
36,83,25
36,84,10.3
36,85,4.6
36,86,5.1
36,87,25.6
36,88,29.4
36,89,5.1
36,90,0.2
36,91,0.2
36,92,25.6
36,93,5.1
36,94,0.2
36,95,5.1
36,96,0.2
36,97,5.1
36,98,0.2
36,99,4
36,100,0.2
36,101,0.2
36,102,0.2
36,103,0.2
36,104,46
36,105,29.4
36,106,24.3
36,107,5.1
36,108,5.1
36,109,25
36,110,5.1
36,111,5.1
36,112,5.1
36,113,0.2
36,114,25.6
36,115,18
37,0,17
37,1,2
37,2,2
37,3,21
37,4,19
37,5,3.9
37,6,19
37,7,11
37,8,3.9
37,9,21
37,10,5.1
37,11,3.9
37,12,6.5
37,13,5.1
37,14,5
37,15,19
37,16,7
37,17,21
37,18,2
37,19,19
37,20,18.4
37,21,19
37,22,5.1
37,23,5.1
37,24,21
37,25,3.9
37,26,16.1
37,27,19
37,28,19
37,29,5.1
37,30,3.9
37,31,3.9
37,32,21
37,33,3.9
37,34,3.9
37,35,3.9
37,36,5.1
37,37,3.9
37,38,21
37,39,3.9
37,40,21
37,41,3.9
37,42,3.9
37,43,13.7
37,44,3.9
37,45,21
37,46,21
37,47,3.9
37,48,21
37,49,3.9
37,50,21
37,51,21
37,52,23.4
37,53,5.1
37,54,21
37,55,5.1
37,56,21
37,57,5.1
37,58,19
37,59,19
37,60,3.9
37,61,2
37,62,21
37,63,18.4
37,64,5.1
37,65,5.1
37,66,31
37,67,11
37,68,16
37,69,3.9
37,70,3.9
37,71,3.9
37,72,23.4
37,73,19
37,74,3.9
37,75,19
37,76,2
37,77,19
37,78,16.1
37,79,3.9
37,80,21
37,81,5.1
37,82,5.1
37,83,19
37,84,7
37,85,2
37,86,3.9
37,87,21
37,88,16
37,89,3.9
37,90,5.1
37,91,5.1
37,92,21
37,93,3.9
37,94,5.1
37,95,3.9
37,96,5.1
37,97,3.9
37,98,5.1
37,99,5
37,100,5.1
37,101,5.1
37,102,5.1
37,103,5.1
37,104,42.5
37,105,16
37,106,17
37,107,3.9
37,108,3.9
37,109,19
37,110,3.9
37,111,3.9
37,112,3.9
37,113,5.1
37,114,21
37,115,17
38,0,11
38,1,22.2
38,2,22.2
38,3,6.1
38,4,2.1
38,5,21
38,6,2.1
38,7,22.6
38,8,21
38,9,6.1
38,10,25.6
38,11,21
38,12,13
38,13,25.6
38,14,24.6
38,15,2.1
38,16,16.5
38,17,6.1
38,18,22.2
38,19,2.1
38,20,8.9
38,21,2.1
38,22,25.6
38,23,25.6
38,24,6.1
38,25,21
38,26,14.3
38,27,2.1
38,28,2.1
38,29,25.6
38,30,21
38,31,21
38,32,6.1
38,33,21
38,34,21
38,35,21
38,36,25.6
38,37,21
38,38,6.1
38,39,21
38,40,6.1
38,41,21
38,42,21
38,43,22
38,44,21
38,45,6.1
38,46,6.1
38,47,21
38,48,6.1
38,49,21
38,50,6.1
38,51,6.1
38,52,20.3
38,53,25.6
38,54,6.1
38,55,25.6
38,56,6.1
38,57,25.6
38,58,2.1
38,59,2.1
38,60,21
38,61,22.2
38,62,6.1
38,63,8.9
38,64,25.6
38,65,25.6
38,66,13.6
38,67,22.6
38,68,14.4
38,69,21
38,70,21
38,71,21
38,72,20.3
38,73,2.1
38,74,21
38,75,2.1
38,76,22.2
38,77,2.1
38,78,14.3
38,79,21
38,80,6.1
38,81,25.6
38,82,25.6
38,83,2.1
38,84,16.5
38,85,22.2
38,86,21
38,87,6.1
38,88,14.4
38,89,21
38,90,25.6
38,91,25.6
38,92,6.1
38,93,21
38,94,25.6
38,95,21
38,96,25.6
38,97,21
38,98,25.6
38,99,24.6
38,100,25.6
38,101,25.6
38,102,25.6
38,103,25.6
38,104,40.1
38,105,14.4
38,106,23.6
38,107,21
38,108,21
38,109,2.1
38,110,21
38,111,21
38,112,21
38,113,25.6
38,114,6.1
38,115,11
39,0,17
39,1,2
39,2,2
39,3,21
39,4,19
39,5,3.9
39,6,19
39,7,11
39,8,3.9
39,9,21
39,10,5.1
39,11,3.9
39,12,6.5
39,13,5.1
39,14,5
39,15,19
39,16,7
39,17,21
39,18,2
39,19,19
39,20,18.4
39,21,19
39,22,5.1
39,23,5.1
39,24,21
39,25,3.9
39,26,16.1
39,27,19
39,28,19
39,29,5.1
39,30,3.9
39,31,3.9
39,32,21
39,33,3.9
39,34,3.9
39,35,3.9
39,36,5.1
39,37,3.9
39,38,21
39,39,3.9
39,40,21
39,41,3.9
39,42,3.9
39,43,13.7
39,44,3.9
39,45,21
39,46,21
39,47,3.9
39,48,21
39,49,3.9
39,50,21
39,51,21
39,52,23.4
39,53,5.1
39,54,21
39,55,5.1
39,56,21
39,57,5.1
39,58,19
39,59,19
39,60,3.9
39,61,2
39,62,21
39,63,18.4
39,64,5.1
39,65,5.1
39,66,31
39,67,11
39,68,16
39,69,3.9
39,70,3.9
39,71,3.9
39,72,23.4
39,73,19
39,74,3.9
39,75,19
39,76,2
39,77,19
39,78,16.1
39,79,3.9
39,80,21
39,81,5.1
39,82,5.1
39,83,19
39,84,7
39,85,2
39,86,3.9
39,87,21
39,88,16
39,89,3.9
39,90,5.1
39,91,5.1
39,92,21
39,93,3.9
39,94,5.1
39,95,3.9
39,96,5.1
39,97,3.9
39,98,5.1
39,99,5
39,100,5.1
39,101,5.1
39,102,5.1
39,103,5.1
39,104,42.5
39,105,16
39,106,17
39,107,3.9
39,108,3.9
39,109,19
39,110,3.9
39,111,3.9
39,112,3.9
39,113,5.1
39,114,21
39,115,17
40,0,11
40,1,22.2
40,2,22.2
40,3,6.1
40,4,2.1
40,5,21
40,6,2.1
40,7,22.6
40,8,21
40,9,6.1
40,10,25.6
40,11,21
40,12,13
40,13,25.6
40,14,24.6
40,15,2.1
40,16,16.5
40,17,6.1
40,18,22.2
40,19,2.1
40,20,8.9
40,21,2.1
40,22,25.6
40,23,25.6
40,24,6.1
40,25,21
40,26,14.3
40,27,2.1
40,28,2.1
40,29,25.6
40,30,21
40,31,21
40,32,6.1
40,33,21
40,34,21
40,35,21
40,36,25.6
40,37,21
40,38,6.1
40,39,21
40,40,6.1
40,41,21
40,42,21
40,43,22
40,44,21
40,45,6.1
40,46,6.1
40,47,21
40,48,6.1
40,49,21
40,50,6.1
40,51,6.1
40,52,20.3
40,53,25.6
40,54,6.1
40,55,25.6
40,56,6.1
40,57,25.6
40,58,2.1
40,59,2.1
40,60,21
40,61,22.2
40,62,6.1
40,63,8.9
40,64,25.6
40,65,25.6
40,66,13.6
40,67,22.6
40,68,14.4
40,69,21
40,70,21
40,71,21
40,72,20.3
40,73,2.1
40,74,21
40,75,2.1
40,76,22.2
40,77,2.1
40,78,14.3
40,79,21
40,80,6.1
40,81,25.6
40,82,25.6
40,83,2.1
40,84,16.5
40,85,22.2
40,86,21
40,87,6.1
40,88,14.4
40,89,21
40,90,25.6
40,91,25.6
40,92,6.1
40,93,21
40,94,25.6
40,95,21
40,96,25.6
40,97,21
40,98,25.6
40,99,24.6
40,100,25.6
40,101,25.6
40,102,25.6
40,103,25.6
40,104,40.1
40,105,14.4
40,106,23.6
40,107,21
40,108,21
40,109,2.1
40,110,21
40,111,21
40,112,21
40,113,25.6
40,114,6.1
40,115,11
41,0,17
41,1,2
41,2,2
41,3,21
41,4,19
41,5,3.9
41,6,19
41,7,11
41,8,3.9
41,9,21
41,10,5.1
41,11,3.9
41,12,6.5
41,13,5.1
41,14,5
41,15,19
41,16,7
41,17,21
41,18,2
41,19,19
41,20,18.4
41,21,19
41,22,5.1
41,23,5.1
41,24,21
41,25,3.9
41,26,16.1
41,27,19
41,28,19
41,29,5.1
41,30,3.9
41,31,3.9
41,32,21
41,33,3.9
41,34,3.9
41,35,3.9
41,36,5.1
41,37,3.9
41,38,21
41,39,3.9
41,40,21
41,41,3.9
41,42,3.9
41,43,13.7
41,44,3.9
41,45,21
41,46,21
41,47,3.9
41,48,21
41,49,3.9
41,50,21
41,51,21
41,52,23.4
41,53,5.1
41,54,21
41,55,5.1
41,56,21
41,57,5.1
41,58,19
41,59,19
41,60,3.9
41,61,2
41,62,21
41,63,18.4
41,64,5.1
41,65,5.1
41,66,31
41,67,11
41,68,16
41,69,3.9
41,70,3.9
41,71,3.9
41,72,23.4
41,73,19
41,74,3.9
41,75,19
41,76,2
41,77,19
41,78,16.1
41,79,3.9
41,80,21
41,81,5.1
41,82,5.1
41,83,19
41,84,7
41,85,2
41,86,3.9
41,87,21
41,88,16
41,89,3.9
41,90,5.1
41,91,5.1
41,92,21
41,93,3.9
41,94,5.1
41,95,3.9
41,96,5.1
41,97,3.9
41,98,5.1
41,99,5
41,100,5.1
41,101,5.1
41,102,5.1
41,103,5.1
41,104,42.5
41,105,16
41,106,17
41,107,3.9
41,108,3.9
41,109,19
41,110,3.9
41,111,3.9
41,112,3.9
41,113,5.1
41,114,21
41,115,17
42,0,17
42,1,2
42,2,2
42,3,21
42,4,19
42,5,3.9
42,6,19
42,7,11
42,8,3.9
42,9,21
42,10,5.1
42,11,3.9
42,12,6.5
42,13,5.1
42,14,5
42,15,19
42,16,7
42,17,21
42,18,2
42,19,19
42,20,18.4
42,21,19
42,22,5.1
42,23,5.1
42,24,21
42,25,3.9
42,26,16.1
42,27,19
42,28,19
42,29,5.1
42,30,3.9
42,31,3.9
42,32,21
42,33,3.9
42,34,3.9
42,35,3.9
42,36,5.1
42,37,3.9
42,38,21
42,39,3.9
42,40,21
42,41,3.9
42,42,3.9
42,43,13.7
42,44,3.9
42,45,21
42,46,21
42,47,3.9
42,48,21
42,49,3.9
42,50,21
42,51,21
42,52,23.4
42,53,5.1
42,54,21
42,55,5.1
42,56,21
42,57,5.1
42,58,19
42,59,19
42,60,3.9
42,61,2
42,62,21
42,63,18.4
42,64,5.1
42,65,5.1
42,66,31
42,67,11
42,68,16
42,69,3.9
42,70,3.9
42,71,3.9
42,72,23.4
42,73,19
42,74,3.9
42,75,19
42,76,2
42,77,19
42,78,16.1
42,79,3.9
42,80,21
42,81,5.1
42,82,5.1
42,83,19
42,84,7
42,85,2
42,86,3.9
42,87,21
42,88,16
42,89,3.9
42,90,5.1
42,91,5.1
42,92,21
42,93,3.9
42,94,5.1
42,95,3.9
42,96,5.1
42,97,3.9
42,98,5.1
42,99,5
42,100,5.1
42,101,5.1
42,102,5.1
42,103,5.1
42,104,42.5
42,105,16
42,106,17
42,107,3.9
42,108,3.9
42,109,19
42,110,3.9
42,111,3.9
42,112,3.9
42,113,5.1
42,114,21
42,115,17
43,0,7
43,1,14
43,2,14
43,3,22
43,4,23.4
43,5,13.7
43,6,23.4
43,7,14.9
43,8,13.7
43,9,22
43,10,4.7
43,11,13.7
43,12,12
43,13,4.7
43,14,3.5
43,15,23.4
43,16,6.3
43,17,22
43,18,14
43,19,23.4
43,20,20.6
43,21,23.4
43,22,4.7
43,23,4.7
43,24,22
43,25,13.7
43,26,12
43,27,23.4
43,28,23.4
43,29,4.7
43,30,13.7
43,31,13.7
43,32,22
43,33,13.7
43,34,13.7
43,35,13.7
43,36,4.7
43,37,13.7
43,38,22
43,39,13.7
43,40,22
43,41,13.7
43,42,13.7
43,43,0
43,44,13.7
43,45,22
43,46,22
43,47,13.7
43,48,22
43,49,13.7
43,50,22
43,51,22
43,52,23
43,53,4.7
43,54,22
43,55,4.7
43,56,22
43,57,4.7
43,58,23.4
43,59,23.4
43,60,13.7
43,61,14
43,62,22
43,63,20.6
43,64,4.7
43,65,4.7
43,66,23
43,67,14.9
43,68,19.1
43,69,13.7
43,70,13.7
43,71,13.7
43,72,23
43,73,23.4
43,74,13.7
43,75,23.4
43,76,14
43,77,23.4
43,78,12
43,79,13.7
43,80,22
43,81,4.7
43,82,4.7
43,83,23.4
43,84,6.3
43,85,14
43,86,13.7
43,87,22
43,88,19.1
43,89,13.7
43,90,4.7
43,91,4.7
43,92,22
43,93,13.7
43,94,4.7
43,95,13.7
43,96,4.7
43,97,13.7
43,98,4.7
43,99,3.5
43,100,4.7
43,101,4.7
43,102,4.7
43,103,4.7
43,104,40
43,105,19.1
43,106,25.6
43,107,13.7
43,108,13.7
43,109,23.4
43,110,13.7
43,111,13.7
43,112,13.7
43,113,4.7
43,114,22
43,115,7
44,0,17
44,1,2
44,2,2
44,3,21
44,4,19
44,5,3.9
44,6,19
44,7,11
44,8,3.9
44,9,21
44,10,5.1
44,11,3.9
44,12,6.5
44,13,5.1
44,14,5
44,15,19
44,16,7
44,17,21
44,18,2
44,19,19
44,20,18.4
44,21,19
44,22,5.1
44,23,5.1
44,24,21
44,25,3.9
44,26,16.1
44,27,19
44,28,19
44,29,5.1
44,30,3.9
44,31,3.9
44,32,21
44,33,3.9
44,34,3.9
44,35,3.9
44,36,5.1
44,37,3.9
44,38,21
44,39,3.9
44,40,21
44,41,3.9
44,42,3.9
44,43,13.7
44,44,3.9
44,45,21
44,46,21
44,47,3.9
44,48,21
44,49,3.9
44,50,21
44,51,21
44,52,23.4
44,53,5.1
44,54,21
44,55,5.1
44,56,21
44,57,5.1
44,58,19
44,59,19
44,60,3.9
44,61,2
44,62,21
44,63,18.4
44,64,5.1
44,65,5.1
44,66,31
44,67,11
44,68,16
44,69,3.9
44,70,3.9
44,71,3.9
44,72,23.4
44,73,19
44,74,3.9
44,75,19
44,76,2
44,77,19
44,78,16.1
44,79,3.9
44,80,21
44,81,5.1
44,82,5.1
44,83,19
44,84,7
44,85,2
44,86,3.9
44,87,21
44,88,16
44,89,3.9
44,90,5.1
44,91,5.1
44,92,21
44,93,3.9
44,94,5.1
44,95,3.9
44,96,5.1
44,97,3.9
44,98,5.1
44,99,5
44,100,5.1
44,101,5.1
44,102,5.1
44,103,5.1
44,104,42.5
44,105,16
44,106,17
44,107,3.9
44,108,3.9
44,109,19
44,110,3.9
44,111,3.9
44,112,3.9
44,113,5.1
44,114,21
44,115,17
45,0,11
45,1,22.2
45,2,22.2
45,3,6.1
45,4,2.1
45,5,21
45,6,2.1
45,7,22.6
45,8,21
45,9,6.1
45,10,25.6
45,11,21
45,12,13
45,13,25.6
45,14,24.6
45,15,2.1
45,16,16.5
45,17,6.1
45,18,22.2
45,19,2.1
45,20,8.9
45,21,2.1
45,22,25.6
45,23,25.6
45,24,6.1
45,25,21
45,26,14.3
45,27,2.1
45,28,2.1
45,29,25.6
45,30,21
45,31,21
45,32,6.1
45,33,21
45,34,21
45,35,21
45,36,25.6
45,37,21
45,38,6.1
45,39,21
45,40,6.1
45,41,21
45,42,21
45,43,22
45,44,21
45,45,6.1
45,46,6.1
45,47,21
45,48,6.1
45,49,21
45,50,6.1
45,51,6.1
45,52,20.3
45,53,25.6
45,54,6.1
45,55,25.6
45,56,6.1
45,57,25.6
45,58,2.1
45,59,2.1
45,60,21
45,61,22.2
45,62,6.1
45,63,8.9
45,64,25.6
45,65,25.6
45,66,13.6
45,67,22.6
45,68,14.4
45,69,21
45,70,21
45,71,21
45,72,20.3
45,73,2.1
45,74,21
45,75,2.1
45,76,22.2
45,77,2.1
45,78,14.3
45,79,21
45,80,6.1
45,81,25.6
45,82,25.6
45,83,2.1
45,84,16.5
45,85,22.2
45,86,21
45,87,6.1
45,88,14.4
45,89,21
45,90,25.6
45,91,25.6
45,92,6.1
45,93,21
45,94,25.6
45,95,21
45,96,25.6
45,97,21
45,98,25.6
45,99,24.6
45,100,25.6
45,101,25.6
45,102,25.6
45,103,25.6
45,104,40.1
45,105,14.4
45,106,23.6
45,107,21
45,108,21
45,109,2.1
45,110,21
45,111,21
45,112,21
45,113,25.6
45,114,6.1
45,115,11
46,0,11
46,1,22.2
46,2,22.2
46,3,6.1
46,4,2.1
46,5,21
46,6,2.1
46,7,22.6
46,8,21
46,9,6.1
46,10,25.6
46,11,21
46,12,13
46,13,25.6
46,14,24.6
46,15,2.1
46,16,16.5
46,17,6.1
46,18,22.2
46,19,2.1
46,20,8.9
46,21,2.1
46,22,25.6
46,23,25.6
46,24,6.1
46,25,21
46,26,14.3
46,27,2.1
46,28,2.1
46,29,25.6
46,30,21
46,31,21
46,32,6.1
46,33,21
46,34,21
46,35,21
46,36,25.6
46,37,21
46,38,6.1
46,39,21
46,40,6.1
46,41,21
46,42,21
46,43,22
46,44,21
46,45,6.1
46,46,6.1
46,47,21
46,48,6.1
46,49,21
46,50,6.1
46,51,6.1
46,52,20.3
46,53,25.6
46,54,6.1
46,55,25.6
46,56,6.1
46,57,25.6
46,58,2.1
46,59,2.1
46,60,21
46,61,22.2
46,62,6.1
46,63,8.9
46,64,25.6
46,65,25.6
46,66,13.6
46,67,22.6
46,68,14.4
46,69,21
46,70,21
46,71,21
46,72,20.3
46,73,2.1
46,74,21
46,75,2.1
46,76,22.2
46,77,2.1
46,78,14.3
46,79,21
46,80,6.1
46,81,25.6
46,82,25.6
46,83,2.1
46,84,16.5
46,85,22.2
46,86,21
46,87,6.1
46,88,14.4
46,89,21
46,90,25.6
46,91,25.6
46,92,6.1
46,93,21
46,94,25.6
46,95,21
46,96,25.6
46,97,21
46,98,25.6
46,99,24.6
46,100,25.6
46,101,25.6
46,102,25.6
46,103,25.6
46,104,40.1
46,105,14.4
46,106,23.6
46,107,21
46,108,21
46,109,2.1
46,110,21
46,111,21
46,112,21
46,113,25.6
46,114,6.1
46,115,11
47,0,17
47,1,2
47,2,2
47,3,21
47,4,19
47,5,3.9
47,6,19
47,7,11
47,8,3.9
47,9,21
47,10,5.1
47,11,3.9
47,12,6.5
47,13,5.1
47,14,5
47,15,19
47,16,7
47,17,21
47,18,2
47,19,19
47,20,18.4
47,21,19
47,22,5.1
47,23,5.1
47,24,21
47,25,3.9
47,26,16.1
47,27,19
47,28,19
47,29,5.1
47,30,3.9
47,31,3.9
47,32,21
47,33,3.9
47,34,3.9
47,35,3.9
47,36,5.1
47,37,3.9
47,38,21
47,39,3.9
47,40,21
47,41,3.9
47,42,3.9
47,43,13.7
47,44,3.9
47,45,21
47,46,21
47,47,3.9
47,48,21
47,49,3.9
47,50,21
47,51,21
47,52,23.4
47,53,5.1
47,54,21
47,55,5.1
47,56,21
47,57,5.1
47,58,19
47,59,19
47,60,3.9
47,61,2
47,62,21
47,63,18.4
47,64,5.1
47,65,5.1
47,66,31
47,67,11
47,68,16
47,69,3.9
47,70,3.9
47,71,3.9
47,72,23.4
47,73,19
47,74,3.9
47,75,19
47,76,2
47,77,19
47,78,16.1
47,79,3.9
47,80,21
47,81,5.1
47,82,5.1
47,83,19
47,84,7
47,85,2
47,86,3.9
47,87,21
47,88,16
47,89,3.9
47,90,5.1
47,91,5.1
47,92,21
47,93,3.9
47,94,5.1
47,95,3.9
47,96,5.1
47,97,3.9
47,98,5.1
47,99,5
47,100,5.1
47,101,5.1
47,102,5.1
47,103,5.1
47,104,42.5
47,105,16
47,106,17
47,107,3.9
47,108,3.9
47,109,19
47,110,3.9
47,111,3.9
47,112,3.9
47,113,5.1
47,114,21
47,115,17
48,0,11
48,1,22.2
48,2,22.2
48,3,6.1
48,4,2.1
48,5,21
48,6,2.1
48,7,22.6
48,8,21
48,9,6.1
48,10,25.6
48,11,21
48,12,13
48,13,25.6
48,14,24.6
48,15,2.1
48,16,16.5
48,17,6.1
48,18,22.2
48,19,2.1
48,20,8.9
48,21,2.1
48,22,25.6
48,23,25.6
48,24,6.1
48,25,21
48,26,14.3
48,27,2.1
48,28,2.1
48,29,25.6
48,30,21
48,31,21
48,32,6.1
48,33,21
48,34,21
48,35,21
48,36,25.6
48,37,21
48,38,6.1
48,39,21
48,40,6.1
48,41,21
48,42,21
48,43,22
48,44,21
48,45,6.1
48,46,6.1
48,47,21
48,48,6.1
48,49,21
48,50,6.1
48,51,6.1
48,52,20.3
48,53,25.6
48,54,6.1
48,55,25.6
48,56,6.1
48,57,25.6
48,58,2.1
48,59,2.1
48,60,21
48,61,22.2
48,62,6.1
48,63,8.9
48,64,25.6
48,65,25.6
48,66,13.6
48,67,22.6
48,68,14.4
48,69,21
48,70,21
48,71,21
48,72,20.3
48,73,2.1
48,74,21
48,75,2.1
48,76,22.2
48,77,2.1
48,78,14.3
48,79,21
48,80,6.1
48,81,25.6
48,82,25.6
48,83,2.1
48,84,16.5
48,85,22.2
48,86,21
48,87,6.1
48,88,14.4
48,89,21
48,90,25.6
48,91,25.6
48,92,6.1
48,93,21
48,94,25.6
48,95,21
48,96,25.6
48,97,21
48,98,25.6
48,99,24.6
48,100,25.6
48,101,25.6
48,102,25.6
48,103,25.6
48,104,40.1
48,105,14.4
48,106,23.6
48,107,21
48,108,21
48,109,2.1
48,110,21
48,111,21
48,112,21
48,113,25.6
48,114,6.1
48,115,11
49,0,17
49,1,2
49,2,2
49,3,21
49,4,19
49,5,3.9
49,6,19
49,7,11
49,8,3.9
49,9,21
49,10,5.1
49,11,3.9
49,12,6.5
49,13,5.1
49,14,5
49,15,19
49,16,7
49,17,21
49,18,2
49,19,19
49,20,18.4
49,21,19
49,22,5.1
49,23,5.1
49,24,21
49,25,3.9
49,26,16.1
49,27,19
49,28,19
49,29,5.1
49,30,3.9
49,31,3.9
49,32,21
49,33,3.9
49,34,3.9
49,35,3.9
49,36,5.1
49,37,3.9
49,38,21
49,39,3.9
49,40,21
49,41,3.9
49,42,3.9
49,43,13.7
49,44,3.9
49,45,21
49,46,21
49,47,3.9
49,48,21
49,49,3.9
49,50,21
49,51,21
49,52,23.4
49,53,5.1
49,54,21
49,55,5.1
49,56,21
49,57,5.1
49,58,19
49,59,19
49,60,3.9
49,61,2
49,62,21
49,63,18.4
49,64,5.1
49,65,5.1
49,66,31
49,67,11
49,68,16
49,69,3.9
49,70,3.9
49,71,3.9
49,72,23.4
49,73,19
49,74,3.9
49,75,19
49,76,2
49,77,19
49,78,16.1
49,79,3.9
49,80,21
49,81,5.1
49,82,5.1
49,83,19
49,84,7
49,85,2
49,86,3.9
49,87,21
49,88,16
49,89,3.9
49,90,5.1
49,91,5.1
49,92,21
49,93,3.9
49,94,5.1
49,95,3.9
49,96,5.1
49,97,3.9
49,98,5.1
49,99,5
49,100,5.1
49,101,5.1
49,102,5.1
49,103,5.1
49,104,42.5
49,105,16
49,106,17
49,107,3.9
49,108,3.9
49,109,19
49,110,3.9
49,111,3.9
49,112,3.9
49,113,5.1
49,114,21
49,115,17
50,0,11
50,1,22.2
50,2,22.2
50,3,6.1
50,4,2.1
50,5,21
50,6,2.1
50,7,22.6
50,8,21
50,9,6.1
50,10,25.6
50,11,21
50,12,13
50,13,25.6
50,14,24.6
50,15,2.1
50,16,16.5
50,17,6.1
50,18,22.2
50,19,2.1
50,20,8.9
50,21,2.1
50,22,25.6
50,23,25.6
50,24,6.1
50,25,21
50,26,14.3
50,27,2.1
50,28,2.1
50,29,25.6
50,30,21
50,31,21
50,32,6.1
50,33,21
50,34,21
50,35,21
50,36,25.6
50,37,21
50,38,6.1
50,39,21
50,40,6.1
50,41,21
50,42,21
50,43,22
50,44,21
50,45,6.1
50,46,6.1
50,47,21
50,48,6.1
50,49,21
50,50,6.1
50,51,6.1
50,52,20.3
50,53,25.6
50,54,6.1
50,55,25.6
50,56,6.1
